convective_available_potential_energy,k_index,cross_totals_index,vertical_totals_index,lifted_index,showalter_index,temp_1000_hpa,dewpoint_1000_hpa,temp_850_hpa,dewpoint_850_hpa,temp_700_hpa,dewpoint_700_hpa,temp_500_hpa,dewpoint_500_hpa,rain
449.48,31.7,20.5,22.9,-1.94,0.41,25.6,22.1,17.2,14.8,9.4,3.4,-5.7,-8.5,1
449.48,31.7,20.5,22.9,-1.94,0.41,25.6,22.1,17.2,14.8,9.4,3.4,-5.7,-8.5,1
887.72,36.9,21.3,23.1,-3.47,-0.1,23.4,22.4,16.6,14.8,8.0,7.0,-6.5,-6.9,1
887.72,36.9,21.3,23.1,-3.47,-0.1,23.4,22.4,16.6,14.8,8.0,7.0,-6.5,-6.9,1
162.98,36.7,20.5,20.7,0.39,0.9,23.2,21.8,16.2,16.0,7.6,7.6,-4.5,-4.5,1
162.98,36.7,20.5,20.7,0.39,0.9,23.2,21.8,16.2,16.0,7.6,7.6,-4.5,-4.5,1
789.99,35.5,20.4,23.1,-2.67,0.41,24.0,22.8,17.4,14.7,8.4,6.1,-5.7,-6.8,1
789.99,35.5,20.4,23.1,-2.67,0.41,24.0,22.8,17.4,14.7,8.4,6.1,-5.7,-6.8,0
709.04,29.3,20.3,24.3,-3.28,0.19,27.2,23.2,18.0,14.0,10.8,1.8,-6.3,-8.9,0
709.04,29.3,20.3,24.3,-3.28,0.19,27.2,23.2,18.0,14.0,10.8,1.8,-6.3,-8.9,0
347.44,27.0,19.8,24.1,-1.84,0.58,24.8,20.1,18.2,13.9,10.6,-0.4,-5.9,10.1,0
648.65,32.7,19.4,23.5,-2.58,1.26,26.4,22.3,17.6,13.5,9.0,4.7,-5.9,11.9,0
648.65,32.7,19.4,23.5,-2.58,1.26,26.4,22.3,17.6,13.5,9.0,4.7,-5.9,11.9,0
328.4,30.9,18.1,25.1,-2.0,1.79,25.2,20.7,18.8,11.8,9.8,3.8,-6.3,10.7,0
328.4,30.9,18.1,25.1,-2.0,1.79,25.2,20.7,18.8,11.8,9.8,3.8,-6.3,10.7,0
1015.93,29.5,18.1,24.1,-2.94,2.06,25.2,22.0,18.4,12.4,10.0,3.0,-5.7,-8.3,0
1015.93,29.5,18.1,24.1,-2.94,2.06,25.2,22.0,18.4,12.4,10.0,3.0,-5.7,-8.3,0
662.89,29.8,19.8,23.5,-2.18,0.7,24.8,19.8,18.0,14.3,10.8,2.8,-5.5,-9.6,1
662.89,29.8,19.8,23.5,-2.18,0.7,24.8,19.8,18.0,14.3,10.8,2.8,-5.5,-9.6,1
49.54,33.8,20.2,23.5,-0.53,0.41,24.6,20.7,17.8,14.5,9.4,5.2,-5.7,12.7,1
49.54,33.8,20.2,23.5,-0.53,0.41,24.6,20.7,17.8,14.5,9.4,5.2,-5.7,12.7,1
70.4,32.5,19.2,23.7,-0.8,1.52,24.4,20.8,17.4,12.9,9.6,5.5,-6.3,-8.2,1
70.4,32.5,19.2,23.7,-0.8,1.52,24.4,20.8,17.4,12.9,9.6,5.5,-6.3,-8.2,0
632.59,37.0,22.7,23.7,-3.17,-1.78,26.0,22.4,17.2,16.2,8.6,5.7,-6.5,-7.6,1
632.59,37.0,22.7,23.7,-3.17,-1.78,26.0,22.4,17.2,16.2,8.6,5.7,-6.5,-7.6,0
554.32,31.2,19.6,23.5,-2.47,1.07,25.4,22.4,17.6,13.7,10.2,4.2,-5.9,-9.5,0
554.32,31.2,19.6,23.5,-2.47,1.07,25.4,22.4,17.6,13.7,10.2,4.2,-5.9,-9.5,0
457.41,30.7,19.1,23.7,-1.56,1.09,25.2,21.4,18.6,14.0,10.6,3.6,-5.1,11.1,0
457.41,30.7,19.1,23.7,-1.56,1.09,25.2,21.4,18.6,14.0,10.6,3.6,-5.1,11.1,0
333.13,32.3,20.5,23.5,-1.66,0.12,26.6,21.6,17.8,14.8,10.4,4.4,-5.7,-7.7,1
333.13,32.3,20.5,23.5,-1.66,0.12,26.6,21.6,17.8,14.8,10.4,4.4,-5.7,-7.7,0
936.03,30.9,17.1,24.1,-2.39,2.79,26.4,22.6,18.8,11.8,9.6,4.6,-5.3,11.3,0
936.03,30.9,17.1,24.1,-2.39,2.79,26.4,22.6,18.8,11.8,9.6,4.6,-5.3,11.3,0
200.66,30.9,19.3,23.5,-0.69,0.92,25.6,19.6,18.6,14.4,10.4,3.4,-4.9,12.9,0
200.66,30.9,19.3,23.5,-0.69,0.92,25.6,19.6,18.6,14.4,10.4,3.4,-4.9,12.9,0
546.75,32.8,20.6,24.7,-2.92,-0.21,27.0,22.4,18.2,14.1,9.6,3.6,-6.5,-9.8,1
546.75,32.8,20.6,24.7,-2.92,-0.21,27.0,22.4,18.2,14.1,9.6,3.6,-6.5,-9.8,1
635.71,33.9,20.5,23.5,-2.01,-0.06,25.8,21.7,18.2,15.2,10.2,5.4,-5.3,10.3,1
635.71,33.9,20.5,23.5,-2.01,-0.06,25.8,21.7,18.2,15.2,10.2,5.4,-5.3,10.3,1
663.78,35.2,20.9,23.5,-2.46,-0.45,26.2,22.7,18.2,15.6,9.8,5.9,-5.3,11.3,1
663.78,35.2,20.9,23.5,-2.46,-0.45,26.2,22.7,18.2,15.6,9.8,5.9,-5.3,11.3,1
749.98,37.0,20.0,22.1,-1.69,0.82,26.2,22.8,17.4,15.3,8.2,7.8,-4.7,-9.0,1
749.98,37.0,20.0,22.1,-1.69,0.82,26.2,22.8,17.4,15.3,8.2,7.8,-4.7,-9.0,0
105.83,30.2,18.0,22.5,-0.2,2.37,23.8,20.1,18.2,13.7,10.0,4.0,-4.3,14.3,0
105.83,30.2,18.0,22.5,-0.2,2.37,23.8,20.1,18.2,13.7,10.0,4.0,-4.3,14.3,1
596.43,36.1,19.9,22.7,-2.34,0.91,25.0,22.7,17.4,14.6,9.6,8.4,-5.3,-5.5,1
596.43,36.1,19.9,22.7,-2.34,0.91,25.0,22.7,17.4,14.6,9.6,8.4,-5.3,-5.5,1
0.0,35.2,18.3,22.7,1.72,2.25,23.6,21.8,17.8,13.4,8.8,7.9,-4.9,-5.0,1
0.0,35.2,18.3,22.7,1.72,2.25,23.6,21.8,17.8,13.4,8.8,7.9,-4.9,-5.0,0
17.47,35.1,20.4,23.3,-0.49,0.22,25.6,20.9,17.8,14.9,9.8,6.7,-5.5,-8.0,1
17.47,35.1,20.4,23.3,-0.49,0.22,25.6,20.9,17.8,14.9,9.8,6.7,-5.5,-8.0,1
256.01,38.9,20.9,22.3,-0.56,-0.36,23.6,21.6,18.0,16.6,9.0,9.0,-4.3,-4.3,1
256.01,38.9,20.9,22.3,-0.56,-0.36,23.6,21.6,18.0,16.6,9.0,9.0,-4.3,-4.3,1
1290.5,36.2,20.5,23.5,-3.41,0.12,27.0,23.3,17.8,14.8,8.4,6.3,-5.7,-7.4,1
1290.5,36.2,20.5,23.5,-3.41,0.12,27.0,23.3,17.8,14.8,8.4,6.3,-5.7,-7.4,1
283.49,34.5,20.1,22.5,-1.38,0.9,25.4,21.7,17.0,14.6,8.8,6.2,-5.5,-8.4,1
283.49,34.5,20.1,22.5,-1.38,0.9,25.4,21.7,17.0,14.6,8.8,6.2,-5.5,-8.4,0
104.08,31.9,17.7,23.7,-0.51,2.46,25.6,20.6,18.4,12.4,8.8,4.6,-5.3,12.3,0
104.08,31.9,17.7,23.7,-0.51,2.46,25.6,20.6,18.4,12.4,8.8,4.6,-5.3,12.3,0
573.77,31.5,19.1,24.1,-2.15,1.15,26.4,21.7,18.4,13.4,9.4,3.4,-5.7,12.7,0
573.77,31.5,19.1,24.1,-2.15,1.15,26.4,21.7,18.4,13.4,9.4,3.4,-5.7,12.7,1
354.37,31.1,20.1,23.9,-2.08,0.4,24.8,21.2,18.0,14.2,10.4,3.4,-5.9,13.9,1
354.37,31.1,20.1,23.9,-2.08,0.4,24.8,21.2,18.0,14.2,10.4,3.4,-5.9,13.9,1
233.38,38.3,21.7,21.9,-1.11,-0.5,23.6,21.9,16.6,16.4,8.2,8.2,-5.3,-5.3,1
233.38,38.3,21.7,21.9,-1.11,-0.5,23.6,21.9,16.6,16.4,8.2,8.2,-5.3,-5.3,1
245.05,32.5,18.4,22.3,-0.15,2.01,26.0,20.0,18.2,14.3,9.2,5.1,-4.1,11.1,0
245.05,32.5,18.4,22.3,-0.15,2.01,26.0,20.0,18.2,14.3,9.2,5.1,-4.1,11.1,0
166.05,38.0,22.3,25.5,-2.93,-1.69,26.0,21.0,17.8,14.6,8.6,6.5,-7.7,11.1,1
166.05,38.0,22.3,25.5,-2.93,-1.69,26.0,21.0,17.8,14.6,8.6,6.5,-7.7,11.1,1
32.1,36.5,21.1,22.9,0.11,-0.18,22.8,22.3,17.2,15.4,8.0,6.2,-5.7,-6.2,1
32.1,36.5,21.1,22.9,0.11,-0.18,22.8,22.3,17.2,15.4,8.0,6.2,-5.7,-6.2,1
517.69,32.9,19.1,23.3,-2.02,1.46,25.4,21.4,17.8,13.6,9.2,5.2,-5.5,-9.9,1
517.69,32.9,19.1,23.3,-2.02,1.46,25.4,21.4,17.8,13.6,9.2,5.2,-5.5,-9.9,1
1304.49,30.2,20.0,22.3,-4.04,1.38,25.2,23.4,16.2,13.9,10.2,4.2,-6.1,-8.7,1
1304.49,30.2,20.0,22.3,-4.04,1.38,25.2,23.4,16.2,13.9,10.2,4.2,-6.1,-8.7,1
328.21,34.5,21.0,22.7,-2.12,0.11,25.0,22.6,16.8,15.1,9.4,6.1,-5.9,19.9,1
328.21,34.5,21.0,22.7,-2.12,0.11,25.0,22.6,16.8,15.1,9.4,6.1,-5.9,19.9,0
840.66,35.5,19.7,24.1,-3.21,0.76,25.6,22.3,18.0,13.6,8.0,5.8,-6.1,19.1,1
840.66,35.5,19.7,24.1,-3.21,0.76,25.6,22.3,18.0,13.6,8.0,5.8,-6.1,19.1,1
149.86,35.4,20.4,23.3,-0.4,0.31,23.2,21.5,17.6,14.7,7.2,4.6,-5.7,-5.8,1
149.86,35.4,20.4,23.3,-0.4,0.31,23.2,21.5,17.6,14.7,7.2,4.6,-5.7,-5.8,0
51.78,29.3,17.5,24.5,-0.54,2.39,24.6,20.4,18.8,11.8,9.6,2.6,-5.7,15.7,0
51.78,29.3,17.5,24.5,-0.54,2.39,24.6,20.4,18.8,11.8,9.6,2.6,-5.7,15.7,1
91.29,34.2,20.2,23.7,-0.7,0.31,23.6,21.6,18.0,14.5,9.4,5.4,-5.7,18.7,1
91.29,34.2,20.2,23.7,-0.7,0.31,23.6,21.6,18.0,14.5,9.4,5.4,-5.7,18.7,0
175.75,23.8,18.4,22.1,-0.49,2.37,26.0,22.5,17.4,13.7,9.2,-2.8,-4.7,34.7,1
175.75,23.8,18.4,22.1,-0.49,2.37,26.0,22.5,17.4,13.7,9.2,-2.8,-4.7,34.7,0
250.7,27.6,18.6,23.3,-1.29,1.84,24.6,21.4,18.0,13.3,10.4,1.4,-5.3,20.3,1
250.7,27.6,18.6,23.3,-1.29,1.84,24.6,21.4,18.0,13.3,10.4,1.4,-5.3,20.3,0
123.38,33.0,21.0,24.7,-1.81,-0.5,26.0,21.1,18.0,14.3,9.8,3.8,-6.7,-9.4,1
123.38,33.0,21.0,24.7,-1.81,-0.5,26.0,21.1,18.0,14.3,9.8,3.8,-6.7,-9.4,0
715.93,32.2,15.9,24.9,-2.15,3.41,25.6,23.0,19.6,10.6,8.4,5.1,-5.3,-7.9,1
715.93,32.2,15.9,24.9,-2.15,3.41,25.6,23.0,19.6,10.6,8.4,5.1,-5.3,-7.9,0
605.63,39.1,23.0,23.7,-3.17,-1.79,25.0,22.0,16.6,15.9,7.4,6.9,-7.1,-7.9,1
605.63,39.1,23.0,23.7,-3.17,-1.79,25.0,22.0,16.6,15.9,7.4,6.9,-7.1,-7.9,0
49.54,32.3,17.7,24.7,-0.61,2.27,25.4,19.4,18.6,11.6,8.4,4.4,-6.1,-9.4,0
49.54,32.3,17.7,24.7,-0.61,2.27,25.4,19.4,18.6,11.6,8.4,4.4,-6.1,-9.4,0
0.02,28.3,15.5,23.5,0.06,4.63,26.6,20.6,17.8,9.8,9.4,4.4,-5.7,10.3,0
0.02,28.3,15.5,23.5,0.06,4.63,26.6,20.6,17.8,9.8,9.4,4.4,-5.7,10.3,0
0.05,30.5,18.1,23.1,0.84,2.15,27.0,21.0,18.4,13.4,10.4,4.4,-4.7,15.7,0
0.05,30.5,18.1,23.1,0.84,2.15,27.0,21.0,18.4,13.4,10.4,4.4,-4.7,15.7,0
647.5,34.2,20.2,23.5,-2.04,0.14,26.8,22.3,18.4,15.1,9.4,5.0,-5.1,10.0,1
647.5,34.2,20.2,23.5,-2.04,0.14,26.8,22.3,18.4,15.1,9.4,5.0,-5.1,10.0,0
16.92,24.9,16.9,24.9,-0.2,2.42,25.2,20.7,20.0,12.0,11.4,-0.6,-4.9,19.9,0
16.92,24.9,16.9,24.9,-0.2,2.42,25.2,20.7,20.0,12.0,11.4,-0.6,-4.9,19.9,0
154.68,13.1,12.3,24.3,-0.8,6.34,26.4,20.4,19.8,7.8,12.6,-6.4,-4.5,15.5,0
154.68,13.1,12.3,24.3,-0.8,6.34,26.4,20.4,19.8,7.8,12.6,-6.4,-4.5,15.5,0
101.35,35.5,19.1,24.1,-0.78,0.74,26.8,20.8,19.4,14.4,11.0,8.0,-4.7,14.7,1
101.35,35.5,19.1,24.1,-0.78,0.74,26.8,20.8,19.4,14.4,11.0,8.0,-4.7,14.7,0
424.12,36.6,19.9,23.3,-1.58,0.18,25.0,22.6,19.0,15.6,9.8,7.5,-4.3,23.3,1
424.12,36.6,19.9,23.3,-1.58,0.18,25.0,22.6,19.0,15.6,9.8,7.5,-4.3,23.3,0
342.29,25.3,15.9,22.9,-1.62,4.15,25.4,22.8,18.4,11.4,10.2,1.2,-4.5,21.5,1
342.29,25.3,15.9,22.9,-1.62,4.15,25.4,22.8,18.4,11.4,10.2,1.2,-4.5,21.5,0
2.69,31.1,17.5,22.5,0.53,2.67,25.6,21.4,18.6,13.6,10.2,5.2,-3.9,11.9,1
2.69,31.1,17.5,22.5,0.53,2.67,25.6,21.4,18.6,13.6,10.2,5.2,-3.9,11.9,0
205.36,32.5,17.9,23.9,-0.61,1.78,26.0,22.0,19.6,13.6,9.8,4.8,-4.3,-9.1,1
205.36,32.5,17.9,23.9,-0.61,1.78,26.0,22.0,19.6,13.6,9.8,4.8,-4.3,-9.1,1
36.67,33.3,20.3,24.1,-0.62,-0.24,25.8,21.0,19.0,15.2,11.2,5.2,-5.1,-8.6,1
36.67,33.3,20.3,24.1,-0.62,-0.24,25.8,21.0,19.0,15.2,11.2,5.2,-5.1,-8.6,0
19.24,35.8,20.5,24.7,-0.97,-0.45,26.4,21.4,19.0,14.8,11.2,7.5,-5.7,10.7,0
19.24,35.8,20.5,24.7,-0.97,-0.45,26.4,21.4,19.0,14.8,11.2,7.5,-5.7,10.7,0
17.3,19.9,10.1,23.1,0.95,8.28,27.0,22.0,19.8,6.8,11.0,1.0,-3.3,35.3,0
17.3,19.9,10.1,23.1,0.95,8.28,27.0,22.0,19.8,6.8,11.0,1.0,-3.3,35.3,0
12.76,24.1,18.7,22.1,0.16,2.08,26.2,21.2,17.4,14.0,10.8,-1.2,-4.7,31.7,0
12.76,24.1,18.7,22.1,0.16,2.08,26.2,21.2,17.4,14.0,10.8,-1.2,-4.7,31.7,0
57.08,30.9,18.3,24.3,-1.3,1.78,25.2,20.9,18.6,12.6,10.0,4.0,-5.7,10.3,0
57.08,30.9,18.3,24.3,-1.3,1.78,25.2,20.9,18.6,12.6,10.0,4.0,-5.7,10.3,0
268.24,31.9,20.1,22.7,-1.25,0.53,26.8,19.8,17.8,15.2,9.2,3.2,-4.9,-8.2,0
268.24,31.9,20.1,22.7,-1.25,0.53,26.8,19.8,17.8,15.2,9.2,3.2,-4.9,-8.2,0
0.0,7.1,12.7,24.7,3.24,6.35,24.6,17.6,18.4,6.4,10.8,13.2,-6.3,22.3,0
0.0,7.1,12.7,24.7,3.24,6.35,24.6,17.6,18.4,6.4,10.8,13.2,-6.3,22.3,0
0.08,19.9,19.5,24.1,-0.04,0.78,26.2,20.2,18.4,13.8,9.6,-8.4,-5.7,18.7,0
0.08,19.9,19.5,24.1,-0.04,0.78,26.2,20.2,18.4,13.8,9.6,-8.4,-5.7,18.7,0
0.09,28.7,16.1,24.1,1.56,3.73,26.4,18.4,18.6,10.6,8.8,2.8,-5.5,16.5,0
0.09,28.7,16.1,24.1,1.56,3.73,26.4,18.4,18.6,10.6,8.8,2.8,-5.5,16.5,0
54.72,25.9,15.9,22.9,0.38,4.31,26.4,19.4,18.0,11.0,9.8,1.8,-4.9,11.9,1
54.72,25.9,15.9,22.9,0.38,4.31,26.4,19.4,18.0,11.0,9.8,1.8,-4.9,11.9,0
0.0,7.1,14.9,23.9,1.82,4.91,26.0,18.0,18.2,9.2,10.6,15.4,-5.7,13.7,0
0.0,7.1,14.9,23.9,1.82,4.91,26.0,18.0,18.2,9.2,10.6,15.4,-5.7,13.7,0
24.55,31.3,16.9,25.9,-0.82,2.62,28.4,19.4,19.0,10.0,9.2,4.6,-6.9,15.9,0
24.55,31.3,16.9,25.9,-0.82,2.62,28.4,19.4,19.0,10.0,9.2,4.6,-6.9,15.9,0
314.91,31.1,14.3,26.3,-2.72,4.34,26.6,21.8,19.8,7.8,9.0,6.0,-6.5,13.5,0
314.91,31.1,14.3,26.3,-2.72,4.34,26.6,21.8,19.8,7.8,9.0,6.0,-6.5,13.5,0
93.4,34.0,20.8,23.7,-1.22,-0.09,25.8,20.9,17.6,14.7,9.0,4.6,-6.1,21.1,0
93.4,34.0,20.8,23.7,-1.22,-0.09,25.8,20.9,17.6,14.7,9.0,4.6,-6.1,21.1,0
259.15,32.6,20.8,24.1,-1.73,-0.19,24.6,20.9,17.8,14.5,10.2,4.2,-6.3,17.3,0
259.15,32.6,20.8,24.1,-1.73,-0.19,24.6,20.9,17.8,14.5,10.2,4.2,-6.3,17.3,0
142.2,34.7,17.5,24.5,-0.77,2.39,27.4,20.4,18.8,11.8,8.2,6.6,-5.7,10.0,1
142.2,34.7,17.5,24.5,-0.77,2.39,27.4,20.4,18.8,11.8,8.2,6.6,-5.7,10.0,0
727.48,34.2,20.8,23.5,-3.01,-0.17,27.2,23.0,17.8,15.1,10.0,5.6,-5.7,-9.8,1
727.48,34.2,20.8,23.5,-3.01,-0.17,27.2,23.0,17.8,15.1,10.0,5.6,-5.7,-9.8,1
113.5,35.1,20.1,23.3,-0.72,0.33,26.0,21.2,18.2,15.0,10.0,6.8,-5.1,12.1,1
113.5,35.1,20.1,23.3,-0.72,0.33,26.0,21.2,18.2,15.0,10.0,6.8,-5.1,12.1,0
259.21,34.3,19.6,22.1,-1.03,1.12,25.2,22.2,17.6,15.1,9.4,6.5,-4.5,11.5,1
259.21,34.3,19.6,22.1,-1.03,1.12,25.2,22.2,17.6,15.1,9.4,6.5,-4.5,11.5,0
300.99,31.5,20.3,23.7,-2.73,0.13,26.2,23.5,18.2,14.8,11.4,4.4,-5.5,13.5,0
300.99,31.5,20.3,23.7,-2.73,0.13,26.2,23.5,18.2,14.8,11.4,4.4,-5.5,13.5,1
387.93,26.0,18.8,22.9,-1.86,1.59,25.4,23.0,18.2,14.1,11.0,0.0,-4.7,17.7,0
387.93,26.0,18.8,22.9,-1.86,1.59,25.4,23.0,18.2,14.1,11.0,0.0,-4.7,17.7,0
106.94,36.2,20.9,24.1,-2.03,-0.38,26.4,21.5,18.0,14.8,8.6,5.9,-6.1,-8.1,1
106.94,36.2,20.9,24.1,-2.03,-0.38,26.4,21.5,18.0,14.8,8.6,5.9,-6.1,-8.1,0
147.23,36.4,20.8,24.3,-1.53,-0.64,27.0,22.0,18.8,15.3,9.8,6.6,-5.5,-8.5,0
147.23,36.4,20.8,24.3,-1.53,-0.64,27.0,22.0,18.8,15.3,9.8,6.6,-5.5,-8.5,1
108.16,34.7,19.9,24.1,-1.11,0.32,26.4,21.4,18.6,14.4,10.0,6.2,-5.5,-6.4,1
108.16,34.7,19.9,24.1,-1.11,0.32,26.4,21.4,18.6,14.4,10.0,6.2,-5.5,-6.4,0
208.89,32.1,20.1,23.7,-1.31,-0.03,27.8,21.8,19.0,15.4,11.8,4.8,-4.7,-8.3,1
208.89,32.1,20.1,23.7,-1.31,-0.03,27.8,21.8,19.0,15.4,11.8,4.8,-4.7,-8.3,1
387.19,33.1,21.7,25.1,-3.83,-1.36,27.0,23.0,18.4,15.0,10.8,3.8,-6.7,-9.5,1
387.19,33.1,21.7,25.1,-3.83,-1.36,27.0,23.0,18.4,15.0,10.8,3.8,-6.7,-9.5,1
235.09,36.7,19.0,21.9,-0.39,1.26,26.0,22.6,18.6,15.7,9.8,8.9,-3.3,10.3,1
235.09,36.7,19.0,21.9,-0.39,1.26,26.0,22.6,18.6,15.7,9.8,8.9,-3.3,10.3,1
214.19,37.9,20.5,22.9,-1.14,-0.05,26.0,22.0,18.2,15.8,9.0,8.2,-4.7,-7.0,1
214.19,37.9,20.5,22.9,-1.14,-0.05,26.0,22.0,18.2,15.8,9.0,8.2,-4.7,-7.0,0
150.71,30.2,19.0,22.9,-1.63,1.41,26.0,22.5,18.2,14.3,11.0,4.0,-4.7,-8.2,1
150.71,30.2,19.0,22.9,-1.63,1.41,26.0,22.5,18.2,14.3,11.0,4.0,-4.7,-8.2,0
8.23,30.1,18.3,23.3,0.53,1.78,25.8,21.2,18.8,13.8,10.6,3.6,-4.5,10.5,0
8.23,30.1,18.3,23.3,0.53,1.78,25.8,21.2,18.8,13.8,10.6,3.6,-4.5,10.5,0
0.0,34.8,17.5,20.7,2.15,3.11,25.4,21.0,17.8,14.6,9.4,8.9,-2.9,15.9,0
0.0,34.8,17.5,20.7,2.15,3.11,25.4,21.0,17.8,14.6,9.4,8.9,-2.9,15.9,0
0.0,32.6,18.9,22.9,1.76,1.33,25.6,19.6,18.6,14.6,10.0,5.1,-4.3,27.3,0
0.0,32.6,18.9,22.9,1.76,1.33,25.6,19.6,18.6,14.6,10.0,5.1,-4.3,27.3,0
4.36,20.5,18.5,25.5,-0.24,1.32,25.6,18.6,19.0,12.0,11.6,-5.4,-6.5,18.5,0
4.36,20.5,18.5,25.5,-0.24,1.32,25.6,18.6,19.0,12.0,11.6,-5.4,-6.5,18.5,1
0.0,23.9,15.9,21.9,3.31,4.43,25.4,18.4,18.0,12.0,10.0,0.0,-3.9,24.9,0
0.0,23.9,15.9,21.9,3.31,4.43,25.4,18.4,18.0,12.0,10.0,0.0,-3.9,24.9,0
153.38,37.1,20.7,23.3,-1.7,0.02,25.2,21.7,17.6,15.0,8.6,7.4,-5.7,25.7,1
153.38,37.1,20.7,23.3,-1.7,0.02,25.2,21.7,17.6,15.0,8.6,7.4,-5.7,25.7,0
121.31,34.2,19.5,23.3,-0.67,0.91,25.6,21.0,18.2,14.4,9.4,5.9,-5.1,-6.6,0
121.31,34.2,19.5,23.3,-0.67,0.91,25.6,21.0,18.2,14.4,9.4,5.9,-5.1,-6.6,0
66.57,28.5,20.3,25.3,-1.74,-0.38,25.8,21.0,19.2,14.2,10.8,-0.2,-6.1,13.1,1
66.57,28.5,20.3,25.3,-1.74,-0.38,25.8,21.0,19.2,14.2,10.8,-0.2,-6.1,13.1,0
18.06,27.3,19.7,25.7,-1.1,0.38,26.4,19.4,18.6,12.6,12.4,1.4,-7.1,12.0,0
18.06,27.3,19.7,25.7,-1.1,0.38,26.4,19.4,18.6,12.6,12.4,1.4,-7.1,12.0,0
39.9,13.1,17.9,24.9,0.48,1.84,24.8,19.8,19.2,12.2,12.8,11.2,-5.7,31.7,0
39.9,13.1,17.9,24.9,0.48,1.84,24.8,19.8,19.2,12.2,12.8,11.2,-5.7,31.7,0
8.45,14.9,17.5,24.5,1.12,2.16,26.6,19.6,19.4,12.4,12.6,-9.4,-5.1,26.1,0
8.45,14.9,17.5,24.5,1.12,2.16,26.6,19.6,19.4,12.4,12.6,-9.4,-5.1,26.1,0
0.0,25.1,15.7,24.7,1.98,3.68,26.2,18.2,19.4,10.4,11.0,1.0,-5.3,23.3,0
0.0,25.1,15.7,24.7,1.98,3.68,26.2,18.2,19.4,10.4,11.0,1.0,-5.3,23.3,0
218.12,35.7,19.5,24.3,-0.95,0.68,26.4,20.4,18.6,13.8,8.6,6.2,-5.7,11.7,0
218.12,35.7,19.5,24.3,-0.95,0.68,26.4,20.4,18.6,13.8,8.6,6.2,-5.7,11.7,0
286.1,33.5,19.5,25.5,-2.09,0.5,25.8,21.2,18.8,12.8,9.6,4.8,-6.7,12.7,1
286.1,33.5,19.5,25.5,-2.09,0.5,25.8,21.2,18.8,12.8,9.6,4.8,-6.7,12.7,0
187.34,34.4,21.1,23.3,-1.62,-0.37,26.4,21.6,17.6,15.4,9.2,4.9,-5.7,17.7,1
187.34,34.4,21.1,23.3,-1.62,-0.37,26.4,21.6,17.6,15.4,9.2,4.9,-5.7,17.7,0
506.59,34.8,20.5,24.3,-2.1,-0.09,25.8,22.0,18.2,14.4,8.6,4.7,-6.1,19.1,1
506.59,34.8,20.5,24.3,-2.1,-0.09,25.8,22.0,18.2,14.4,8.6,4.7,-6.1,19.1,0
226.25,27.4,20.6,24.1,-1.74,0.0,26.2,21.3,17.8,14.3,9.8,-1.2,-6.3,23.3,0
226.25,27.4,20.6,24.1,-1.74,0.0,26.2,21.3,17.8,14.3,9.8,-1.2,-6.3,23.3,0
76.64,18.1,16.7,24.7,0.45,2.84,26.4,20.4,19.4,11.4,10.6,-7.4,-5.3,18.3,0
76.64,18.1,16.7,24.7,0.45,2.84,26.4,20.4,19.4,11.4,10.6,-7.4,-5.3,18.3,0
0.0,4.7,7.5,24.5,2.95,9.67,25.8,18.8,19.2,2.2,10.2,11.8,-5.3,16.3,0
0.0,4.7,7.5,24.5,2.95,9.67,25.8,18.8,19.2,2.2,10.2,11.8,-5.3,16.3,0
27.49,26.3,16.7,23.7,1.68,2.89,25.6,19.6,19.6,12.6,11.2,1.2,-4.1,19.1,0
27.49,26.3,16.7,23.7,1.68,2.89,25.6,19.6,19.6,12.6,11.2,1.2,-4.1,19.1,1
895.09,38.2,21.0,25.5,-3.03,-1.05,25.8,23.0,19.2,14.7,8.4,6.4,-6.3,-7.4,1
895.09,38.2,21.0,25.5,-3.03,-1.05,25.8,23.0,19.2,14.7,8.4,6.4,-6.3,-7.4,1
139.75,34.1,20.2,24.3,-0.99,0.19,24.2,21.4,18.2,14.1,9.4,5.1,-6.1,-9.0,1
139.75,34.1,20.2,24.3,-0.99,0.19,24.2,21.4,18.2,14.1,9.4,5.1,-6.1,-9.0,0
216.61,29.2,19.4,23.7,-1.84,1.59,25.4,21.4,16.8,12.5,10.4,3.4,-6.9,-9.5,1
216.61,29.2,19.4,23.7,-1.84,1.59,25.4,21.4,16.8,12.5,10.4,3.4,-6.9,-9.5,1
135.73,35.6,19.3,25.3,-0.69,0.54,25.6,21.2,19.2,13.2,8.6,5.7,-6.1,13.1,1
135.73,35.6,19.3,25.3,-0.69,0.54,25.6,21.2,19.2,13.2,8.6,5.7,-6.1,13.1,0
147.65,32.0,18.3,22.9,-0.31,2.24,25.2,21.3,17.8,13.2,9.4,5.3,-5.1,13.1,0
147.65,32.0,18.3,22.9,-0.31,2.24,25.2,21.3,17.8,13.2,9.4,5.3,-5.1,13.1,0
86.22,29.0,18.2,21.7,1.07,2.85,24.2,21.3,16.8,13.3,9.0,3.0,-4.9,10.9,1
86.22,29.0,18.2,21.7,1.07,2.85,24.2,21.3,16.8,13.3,9.0,3.0,-4.9,10.9,1
162.39,33.9,21.2,22.9,-1.2,0.1,23.8,21.6,16.4,14.7,9.0,5.3,-6.5,-7.5,1
162.39,33.9,21.2,22.9,-1.2,0.1,23.8,21.6,16.4,14.7,9.0,5.3,-6.5,-7.5,1
