convective_available_potential_energy,k_index,cross_totals_index,vertical_totals_index,lifted_index,showalter_index,temp_1000_hpa,dewpoint_1000_hpa,temp_850_hpa,dewpoint_850_hpa,temp_700_hpa,dewpoint_700_hpa,temp_500_hpa,dewpoint_500_hpa,rain
8.09,27.8,20.6,23.3,-0.31,0.3,25.8,18.8,17.2,14.5,9.0,-1.0,-6.1,12.1,0
8.09,27.8,20.6,23.3,-0.31,0.3,25.8,18.8,17.2,14.5,9.0,-1.0,-6.1,12.1,0
123.68,29.7,17.7,23.7,-0.84,2.63,26.8,20.8,18.0,12.0,9.4,3.4,-5.7,-7.4,0
123.68,29.7,17.7,23.7,-0.84,2.63,26.8,20.8,18.0,12.0,9.4,3.4,-5.7,-7.4,0
429.97,30.8,16.9,23.9,-1.88,3.38,26.6,21.9,17.8,10.8,9.4,5.5,-6.1,-8.6,0
429.97,30.8,16.9,23.9,-1.88,3.38,26.6,21.9,17.8,10.8,9.4,5.5,-6.1,-8.6,0
632.02,33.8,18.8,23.5,-2.02,1.64,25.2,22.2,18.0,13.3,8.8,5.8,-5.5,-9.3,1
632.02,33.8,18.8,23.5,-2.02,1.64,25.2,22.2,18.0,13.3,8.8,5.8,-5.5,-9.3,0
3.35,32.8,19.2,23.1,-0.01,1.47,25.0,20.4,17.6,13.7,9.2,5.2,-5.5,10.1,1
3.35,32.8,19.2,23.1,-0.01,1.47,25.0,20.4,17.6,13.7,9.2,5.2,-5.5,10.1,0
113.01,32.4,20.2,23.3,-0.94,0.69,25.4,20.9,17.2,14.1,10.2,5.2,-6.1,-7.7,0
113.01,32.4,20.2,23.3,-0.94,0.69,25.4,20.9,17.2,14.1,10.2,5.2,-6.1,-7.7,1
666.36,32.8,20.0,23.7,-2.35,0.77,26.2,21.3,17.4,13.7,9.2,4.6,-6.3,-7.7,0
666.36,32.8,20.0,23.7,-2.35,0.77,26.2,21.3,17.4,13.7,9.2,4.6,-6.3,-7.7,0
186.89,32.1,17.7,25.7,-1.48,1.84,26.2,20.2,19.4,11.4,9.0,4.0,-6.3,-9.0,0
186.89,32.1,17.7,25.7,-1.48,1.84,26.2,20.2,19.4,11.4,9.0,4.0,-6.3,-9.0,0
47.72,30.8,17.6,22.3,0.83,2.76,26.6,20.6,18.2,13.5,8.8,3.8,-4.1,15.1,0
47.72,30.8,17.6,22.3,0.83,2.76,26.6,20.6,18.2,13.5,8.8,3.8,-4.1,15.1,1
916.58,36.3,20.4,23.7,-3.26,0.21,23.8,21.9,17.8,14.5,8.8,6.9,-5.9,-6.1,1
916.58,36.3,20.4,23.7,-3.26,0.21,23.8,21.9,17.8,14.5,8.8,6.9,-5.9,-6.1,1
1481.2,33.0,21.2,23.9,-4.22,-0.57,27.0,23.6,17.8,15.1,10.4,4.4,-6.1,-7.5,0
1481.2,33.0,21.2,23.9,-4.22,-0.57,27.0,23.6,17.8,15.1,10.4,4.4,-6.1,-7.5,1
294.25,36.0,21.8,23.1,-2.09,-0.88,23.8,22.4,17.2,15.9,9.6,6.6,-5.9,-6.0,1
294.25,36.0,21.8,23.1,-2.09,-0.88,23.8,22.4,17.2,15.9,9.6,6.6,-5.9,-6.0,1
117.88,25.3,17.3,25.3,-1.39,2.38,26.2,21.2,19.0,11.0,10.4,-0.6,-6.3,-6.3,0
117.88,25.3,17.3,25.3,-1.39,2.38,26.2,21.2,19.0,11.0,10.4,-0.6,-6.3,-6.3,0
96.12,22.7,17.7,25.7,-1.79,1.98,26.2,21.2,19.0,11.0,10.0,-4.0,-6.7,-7.1,0
96.12,22.7,17.7,25.7,-1.79,1.98,26.2,21.2,19.0,11.0,10.0,-4.0,-6.7,-7.1,0
9.1,31.1,17.9,23.9,-0.23,2.35,26.0,20.0,18.2,12.2,10.4,5.4,-5.7,-9.2,0
9.1,31.1,17.9,23.9,-0.23,2.35,26.0,20.0,18.2,12.2,10.4,5.4,-5.7,-9.2,0
542.3,35.4,19.3,25.3,-2.21,0.3,26.6,21.9,19.8,13.8,9.8,6.1,-5.5,11.5,1
542.3,35.4,19.3,25.3,-2.21,0.3,26.6,21.9,19.8,13.8,9.8,6.1,-5.5,11.5,1
387.25,36.5,21.5,24.3,-2.31,-0.97,23.8,22.2,18.0,15.2,9.0,6.0,-6.3,-6.4,1
387.25,36.5,21.5,24.3,-2.31,-0.97,23.8,22.2,18.0,15.2,9.0,6.0,-6.3,-6.4,1
248.69,34.3,18.1,24.1,-1.22,2.15,25.0,21.8,18.2,12.2,7.6,5.6,-5.9,-6.9,0
248.69,34.3,18.1,24.1,-1.22,2.15,25.0,21.8,18.2,12.2,7.6,5.6,-5.9,-6.9,1
1333.59,36.3,20.6,23.3,-3.29,0.12,26.6,23.4,17.6,14.9,8.2,6.3,-5.7,-6.8,0
1333.59,36.3,20.6,23.3,-3.29,0.12,26.6,23.4,17.6,14.9,8.2,6.3,-5.7,-6.8,1
549.64,34.6,18.8,22.7,-1.57,1.87,27.0,21.0,17.6,13.7,8.6,6.8,-5.1,-9.1,1
549.64,34.6,18.8,22.7,-1.57,1.87,27.0,21.0,17.6,13.7,8.6,6.8,-5.1,-9.1,0
270.68,34.5,20.3,22.9,-1.14,0.42,25.4,20.7,17.6,15.0,9.2,5.8,-5.3,-9.7,0
270.68,34.5,20.3,22.9,-1.14,0.42,25.4,20.7,17.6,15.0,9.2,5.8,-5.3,-9.7,1
446.85,35.2,20.5,22.3,-1.5,0.32,25.0,22.4,17.4,15.6,9.0,6.3,-4.9,19.9,1
446.85,35.2,20.5,22.3,-1.5,0.32,25.0,22.4,17.4,15.6,9.0,6.3,-4.9,19.9,1
522.49,35.6,20.5,23.3,-1.57,-0.06,24.4,21.8,18.2,15.4,9.4,6.3,-5.1,-7.8,1
522.49,35.6,20.5,23.3,-1.57,-0.06,24.4,21.8,18.2,15.4,9.4,6.3,-5.1,-7.8,1
215.21,33.3,19.5,22.9,-1.2,1.1,24.0,22.3,17.8,14.4,9.4,5.4,-5.1,11.1,1
215.21,33.3,19.5,22.9,-1.2,1.1,24.0,22.3,17.8,14.4,9.4,5.4,-5.1,11.1,1
145.46,34.5,21.2,22.9,-2.13,-0.19,25.0,22.0,17.0,15.3,10.0,6.3,-5.9,-7.0,1
145.46,34.5,21.2,22.9,-2.13,-0.19,25.0,22.0,17.0,15.3,10.0,6.3,-5.9,-7.0,1
181.79,32.9,20.8,22.7,-1.67,0.21,24.6,21.9,17.0,15.1,9.6,4.7,-5.7,-6.2,0
181.79,32.9,20.8,22.7,-1.67,0.21,24.6,21.9,17.0,15.1,9.6,4.7,-5.7,-6.2,0
539.11,37.4,21.6,23.3,-2.69,-0.77,27.0,22.7,17.4,15.7,8.6,7.0,-5.9,-8.3,1
539.11,37.4,21.6,23.3,-2.69,-0.77,27.0,22.7,17.4,15.7,8.6,7.0,-5.9,-8.3,0
603.96,30.8,17.1,23.1,-1.75,3.06,26.2,22.5,18.4,12.4,9.4,4.7,-4.7,-8.9,0
603.96,30.8,17.1,23.1,-1.75,3.06,26.2,22.5,18.4,12.4,9.4,4.7,-4.7,-8.9,0
0.0,31.9,18.1,21.5,2.45,2.59,26.6,19.6,17.6,14.2,8.8,5.0,-3.9,-9.9,0
0.0,31.9,18.1,21.5,2.45,2.59,26.6,19.6,17.6,14.2,8.8,5.0,-3.9,-9.9,0
0.16,32.6,17.5,23.5,0.56,2.42,25.4,19.4,19.0,13.0,9.8,5.9,-4.5,12.5,0
0.16,32.6,17.5,23.5,0.56,2.42,25.4,19.4,19.0,13.0,9.8,5.9,-4.5,12.5,0
518.65,36.5,20.4,23.5,-2.37,0.13,26.0,22.7,18.0,14.9,9.2,7.3,-5.5,-9.5,1
518.65,36.5,20.4,23.5,-2.37,0.13,26.0,22.7,18.0,14.9,9.2,7.3,-5.5,-9.5,0
34.61,25.7,18.1,22.3,-0.14,2.55,25.8,21.8,17.6,13.4,10.6,0.6,-4.7,15.7,0
34.61,25.7,18.1,22.3,-0.14,2.55,25.8,21.8,17.6,13.4,10.6,0.6,-4.7,15.7,0
519.56,32.1,13.9,22.9,-0.71,5.55,26.8,21.8,19.2,10.2,8.2,7.2,-3.7,19.7,0
519.56,32.1,13.9,22.9,-0.71,5.55,26.8,21.8,19.2,10.2,8.2,7.2,-3.7,19.7,0
227.65,36.4,20.3,23.1,-1.67,0.32,26.4,22.3,17.8,15.0,9.0,7.3,-5.3,-7.5,0
227.65,36.4,20.3,23.1,-1.67,0.32,26.4,22.3,17.8,15.0,9.0,7.3,-5.3,-7.5,1
637.72,41.0,23.5,23.7,-2.88,-2.89,25.0,23.1,17.8,17.6,10.4,10.1,-5.9,-7.7,1
637.72,41.0,23.5,23.7,-2.88,-2.89,25.0,23.1,17.8,17.6,10.4,10.1,-5.9,-7.7,0
159.37,36.6,20.9,23.3,-1.26,-0.36,25.0,22.4,18.0,15.6,9.6,7.3,-5.3,-5.6,0
159.37,36.6,20.9,23.3,-1.26,-0.36,25.0,22.4,18.0,15.6,9.6,7.3,-5.3,-5.6,0
0.0,32.7,18.1,23.1,0.07,2.24,26.2,21.2,18.2,13.2,9.4,5.8,-4.9,-7.7,0
0.0,32.7,18.1,23.1,0.07,2.24,26.2,21.2,18.2,13.2,9.4,5.8,-4.9,-7.7,0
95.48,29.7,17.5,24.5,-1.25,2.24,25.6,21.4,19.2,12.2,11.2,4.2,-5.3,-9.0,0
95.48,29.7,17.5,24.5,-1.25,2.24,25.6,21.4,19.2,12.2,11.2,4.2,-5.3,-9.0,0
687.51,34.3,20.2,22.9,-2.05,0.16,26.4,23.5,18.4,15.7,10.0,5.7,-4.5,12.5,1
687.51,34.3,20.2,22.9,-2.05,0.16,26.4,23.5,18.4,15.7,10.0,5.7,-4.5,12.5,1
198.53,31.1,17.7,24.7,-1.2,1.96,26.4,21.4,19.4,12.4,10.4,4.4,-5.3,13.3,0
198.53,31.1,17.7,24.7,-1.2,1.96,26.4,21.4,19.4,12.4,10.4,4.4,-5.3,13.3,1
315.48,32.1,19.1,24.1,-1.59,0.9,26.4,21.7,19.0,14.0,10.6,4.6,-5.1,-8.8,0
315.48,32.1,19.1,24.1,-1.59,0.9,26.4,21.7,19.0,14.0,10.6,4.6,-5.1,-8.8,0
157.21,31.7,17.3,23.3,-0.78,2.86,26.0,21.1,18.4,12.4,10.0,6.0,-4.9,12.9,1
157.21,31.7,17.3,23.3,-0.78,2.86,26.0,21.1,18.4,12.4,10.0,6.0,-4.9,12.9,0
496.34,31.7,19.3,24.3,-1.66,0.54,27.4,22.6,19.4,14.4,11.0,4.0,-4.9,20.9,1
496.34,31.7,19.3,24.3,-1.66,0.54,27.4,22.6,19.4,14.4,11.0,4.0,-4.9,20.9,0
785.26,34.0,20.0,24.1,-3.0,0.39,25.6,22.5,18.2,14.1,10.2,6.0,-5.9,-6.0,0
785.26,34.0,20.0,24.1,-3.0,0.39,25.6,22.5,18.2,14.1,10.2,6.0,-5.9,-6.0,0
890.42,40.5,22.5,26.1,-4.06,-2.43,25.0,22.8,19.0,15.4,8.6,7.6,-7.1,-7.6,0
890.42,40.5,22.5,26.1,-4.06,-2.43,25.0,22.8,19.0,15.4,8.6,7.6,-7.1,-7.6,0
271.75,21.0,19.2,23.1,-1.55,1.38,26.0,22.4,17.8,13.9,10.0,-6.0,-5.3,22.3,1
271.75,21.0,19.2,23.1,-1.55,1.38,26.0,22.4,17.8,13.9,10.0,-6.0,-5.3,22.3,1
0.0,13.5,14.5,24.5,0.93,4.84,24.6,19.8,19.0,9.0,11.0,-9.0,-5.5,-9.8,0
0.0,13.5,14.5,24.5,0.93,4.84,24.6,19.8,19.0,9.0,11.0,-9.0,-5.5,-9.8,0
0.0,15.7,14.5,23.5,0.35,5.31,24.6,19.6,18.2,9.2,11.6,-5.4,-5.3,11.3,0
0.0,15.7,14.5,23.5,0.35,5.31,24.6,19.6,18.2,9.2,11.6,-5.4,-5.3,11.3,0
53.56,12.9,17.5,23.5,-0.86,2.66,26.2,21.2,18.4,12.4,11.8,11.2,-5.1,16.1,0
53.56,12.9,17.5,23.5,-0.86,2.66,26.2,21.2,18.4,12.4,11.8,11.2,-5.1,16.1,0
400.62,20.2,19.6,21.7,-0.84,1.13,27.0,22.4,17.6,15.5,11.8,-5.2,-4.1,14.1,0
400.62,20.2,19.6,21.7,-0.84,1.13,27.0,22.4,17.6,15.5,11.8,-5.2,-4.1,14.1,0
21.15,27.3,17.3,22.1,0.43,3.14,25.8,20.9,18.0,13.2,9.8,1.8,-4.1,13.1,0
21.15,27.3,17.3,22.1,0.43,3.14,25.8,20.9,18.0,13.2,9.8,1.8,-4.1,13.1,0
1073.94,25.1,17.5,24.5,-3.45,2.47,26.0,22.6,18.6,11.6,10.2,-0.8,-5.9,-9.2,0
1073.94,25.1,17.5,24.5,-3.45,2.47,26.0,22.6,18.6,11.6,10.2,-0.8,-5.9,-9.2,0
745.46,30.8,16.3,24.3,-1.94,3.31,25.8,22.5,19.2,11.2,10.4,5.7,-5.1,11.1,0
745.46,30.8,16.3,24.3,-1.94,3.31,25.8,22.5,19.2,11.2,10.4,5.7,-5.1,11.1,0
529.93,30.5,18.1,24.1,-1.46,1.66,26.2,22.0,19.4,13.4,11.4,4.4,-4.7,13.7,0
529.93,30.5,18.1,24.1,-1.46,1.66,26.2,22.0,19.4,13.4,11.4,4.4,-4.7,13.7,0
558.54,37.1,20.9,24.5,-2.64,-0.66,25.6,22.2,18.6,15.0,9.4,7.0,-5.9,16.9,0
558.54,37.1,20.9,24.5,-2.64,-0.66,25.6,22.2,18.6,15.0,9.4,7.0,-5.9,16.9,0
291.39,34.5,19.3,25.3,-2.14,0.46,26.0,21.5,19.4,13.4,9.2,5.0,-5.9,-9.1,1
291.39,34.5,19.3,25.3,-2.14,0.46,26.0,21.5,19.4,13.4,9.2,5.0,-5.9,-9.1,0
0.0,31.8,16.9,23.9,1.39,2.76,27.2,20.2,19.4,12.4,9.0,4.5,-4.5,10.5,1
0.0,31.8,16.9,23.9,1.39,2.76,27.2,20.2,19.4,12.4,9.0,4.5,-4.5,10.5,0
61.71,36.8,18.8,23.5,0.17,1.39,26.2,21.5,18.6,13.9,8.6,8.0,-4.9,22.9,1
61.71,36.8,18.8,23.5,0.17,1.39,26.2,21.5,18.6,13.9,8.6,8.0,-4.9,22.9,0
71.98,38.8,20.5,26.5,-2.24,-0.5,26.2,20.2,18.8,12.8,8.8,8.3,-7.7,11.4,1
71.98,38.8,20.5,26.5,-2.24,-0.5,26.2,20.2,18.8,12.8,8.8,8.3,-7.7,11.4,0
94.69,37.6,19.7,23.5,-0.73,0.8,26.0,21.0,18.0,14.2,8.2,8.1,-5.5,22.5,1
94.69,37.6,19.7,23.5,-0.73,0.8,26.0,21.0,18.0,14.2,8.2,8.1,-5.5,22.5,0
39.02,34.2,17.7,23.7,-0.25,2.55,26.8,20.8,18.2,12.2,8.8,7.1,-5.5,12.5,0
39.02,34.2,17.7,23.7,-0.25,2.55,26.8,20.8,18.2,12.2,8.8,7.1,-5.5,12.5,0
261.19,34.4,19.8,23.5,-1.26,0.35,27.2,22.3,18.8,15.1,9.6,5.4,-4.7,11.7,0
261.19,34.4,19.8,23.5,-1.26,0.35,27.2,22.3,18.8,15.1,9.6,5.4,-4.7,11.7,0
51.35,36.2,18.2,22.1,0.76,1.94,26.2,21.4,18.8,14.9,9.8,9.0,-3.3,13.3,0
51.35,36.2,18.2,22.1,0.76,1.94,26.2,21.4,18.8,14.9,9.8,9.0,-3.3,13.3,0
230.64,34.7,18.1,22.7,-1.02,2.18,25.8,22.0,18.4,13.8,9.4,7.6,-4.3,-7.0,1
230.64,34.7,18.1,22.7,-1.02,2.18,25.8,22.0,18.4,13.8,9.4,7.6,-4.3,-7.0,0
0.0,30.7,17.1,24.1,0.6,2.49,26.4,20.4,19.6,12.6,11.2,5.2,-4.5,18.5,0
0.0,30.7,17.1,24.1,0.6,2.49,26.4,20.4,19.6,12.6,11.2,5.2,-4.5,18.5,1
533.02,37.1,21.0,23.9,-2.12,-1.0,26.2,22.6,19.2,16.3,10.4,7.3,-4.7,-4.7,0
533.02,37.1,21.0,23.9,-2.12,-1.0,26.2,22.6,19.2,16.3,10.4,7.3,-4.7,-4.7,0
297.51,29.6,20.6,23.3,-2.55,-0.06,26.8,22.9,18.0,15.3,10.8,1.8,-5.3,10.0,0
297.51,29.6,20.6,23.3,-2.55,-0.06,26.8,22.9,18.0,15.3,10.8,1.8,-5.3,10.0,0
1.23,27.3,15.5,21.5,1.72,4.5,25.0,22.0,18.8,12.8,10.2,3.2,-2.7,36.7,0
1.23,27.3,15.5,21.5,1.72,4.5,25.0,22.0,18.8,12.8,10.2,3.2,-2.7,36.7,0
0.0,27.4,17.8,21.7,2.9,2.43,25.6,19.6,18.6,14.7,11.6,2.6,-3.1,17.1,0
0.0,27.4,17.8,21.7,2.9,2.43,25.6,19.6,18.6,14.7,11.6,2.6,-3.1,17.1,1
41.91,36.9,20.0,22.5,-0.14,0.27,24.6,21.8,18.6,16.1,11.0,9.3,-3.9,-8.4,1
41.91,36.9,20.0,22.5,-0.14,0.27,24.6,21.8,18.6,16.1,11.0,9.3,-3.9,-8.4,0
13.68,32.7,17.7,23.7,0.06,1.82,25.8,22.4,20.0,14.0,11.6,6.6,-3.7,32.7,0
13.68,32.7,17.7,23.7,0.06,1.82,25.8,22.4,20.0,14.0,11.6,6.6,-3.7,32.7,0
0.0,27.1,12.7,24.7,0.59,5.76,25.8,18.8,20.4,8.4,11.0,5.0,-4.3,34.3,0
0.0,27.1,12.7,24.7,0.59,5.76,25.8,18.8,20.4,8.4,11.0,5.0,-4.3,34.3,0
2.64,27.3,15.9,24.9,0.63,3.48,25.0,19.0,19.4,10.4,10.6,2.6,-5.5,-9.1,0
2.64,27.3,15.9,24.9,0.63,3.48,25.0,19.0,19.4,10.4,10.6,2.6,-5.5,-9.1,0
0.0,28.5,14.9,23.9,1.81,4.41,26.4,21.4,19.6,10.6,11.2,5.2,-4.3,-7.5,0
0.0,28.5,14.9,23.9,1.81,4.41,26.4,21.4,19.6,10.6,11.2,5.2,-4.3,-7.5,0
0.0,26.5,18.7,22.7,2.88,1.44,26.2,19.2,18.8,14.8,12.2,1.2,-3.9,10.9,0
0.0,26.5,18.7,22.7,2.88,1.44,26.2,19.2,18.8,14.8,12.2,1.2,-3.9,10.9,0
51.77,35.4,20.3,22.7,-0.65,0.52,26.0,21.8,17.4,15.0,9.6,7.3,-5.3,-9.8,1
51.77,35.4,20.3,22.7,-0.65,0.52,26.0,21.8,17.4,15.0,9.6,7.3,-5.3,-9.8,1
466.51,36.0,21.5,23.1,-2.55,-0.96,25.4,23.8,18.0,16.4,9.6,6.1,-5.1,-5.3,1
466.51,36.0,21.5,23.1,-2.55,-0.96,25.4,23.8,18.0,16.4,9.6,6.1,-5.1,-5.3,0
5.66,32.8,17.9,22.9,0.15,2.18,25.6,23.0,18.8,13.8,10.0,6.1,-4.1,10.1,1
5.66,32.8,17.9,22.9,0.15,2.18,25.6,23.0,18.8,13.8,10.0,6.1,-4.1,10.1,1
298.89,36.6,21.6,24.3,-1.8,-1.69,24.4,22.5,19.4,16.7,10.6,6.2,-4.9,-4.9,1
298.89,36.6,21.6,24.3,-1.8,-1.69,24.4,22.5,19.4,16.7,10.6,6.2,-4.9,-4.9,0
341.28,35.0,19.1,23.3,-1.49,1.03,24.6,21.0,18.8,14.6,9.8,6.9,-4.5,-4.6,1
341.28,35.0,19.1,23.3,-1.49,1.03,24.6,21.0,18.8,14.6,9.8,6.9,-4.5,-4.6,1
287.69,38.3,20.4,23.1,-1.54,0.05,26.4,22.7,18.2,15.5,8.8,8.5,-4.9,-5.0,1
287.69,38.3,20.4,23.1,-1.54,0.05,26.4,22.7,18.2,15.5,8.8,8.5,-4.9,-5.0,1
233.58,34.2,20.5,23.1,-1.48,0.04,24.8,21.8,18.0,15.4,9.8,5.5,-5.1,-6.7,1
233.58,34.2,20.5,23.1,-1.48,0.04,24.8,21.8,18.0,15.4,9.8,5.5,-5.1,-6.7,1
322.93,31.9,18.7,23.7,-1.28,1.22,26.2,23.0,19.2,14.2,10.6,4.6,-4.5,-7.4,0
322.93,31.9,18.7,23.7,-1.28,1.22,26.2,23.0,19.2,14.2,10.6,4.6,-4.5,-7.4,1
145.52,31.7,19.9,23.5,-0.94,0.26,24.4,22.7,18.8,15.2,11.2,4.2,-4.7,-7.4,0
145.52,31.7,19.9,23.5,-0.94,0.26,24.4,22.7,18.8,15.2,11.2,4.2,-4.7,-7.4,0
80.48,32.3,19.5,23.7,-0.83,0.63,25.4,21.6,18.8,14.6,11.0,5.0,-4.9,12.9,0
80.48,32.3,19.5,23.7,-0.83,0.63,25.4,21.6,18.8,14.6,11.0,5.0,-4.9,12.9,0
182.85,34.7,19.0,22.9,-0.62,1.49,26.4,21.4,18.0,14.1,9.0,6.7,-4.9,-5.7,0
182.85,34.7,19.0,22.9,-0.62,1.49,26.4,21.4,18.0,14.1,9.0,6.7,-4.9,-5.7,1
199.65,35.1,20.3,21.5,-0.61,1.01,23.4,21.9,16.4,15.2,8.6,7.0,-5.1,-6.3,1
199.65,35.1,20.3,21.5,-0.61,1.01,23.4,21.9,16.4,15.2,8.6,7.0,-5.1,-6.3,0
0.0,31.1,18.5,21.9,1.6,2.28,25.6,19.6,17.4,14.0,10.4,5.6,-4.5,-7.3,0
0.0,31.1,18.5,21.9,1.6,2.28,25.6,19.6,17.4,14.0,10.4,5.6,-4.5,-7.3,0
61.09,34.1,19.1,23.7,-0.45,1.18,25.8,21.5,18.4,13.8,9.0,5.6,-5.3,-8.1,0
61.09,34.1,19.1,23.7,-0.45,1.18,25.8,21.5,18.4,13.8,9.0,5.6,-5.3,-8.1,0
183.04,34.1,19.5,23.9,-1.11,0.79,25.6,21.1,18.4,14.0,9.8,6.0,-5.5,-7.1,0
183.04,34.1,19.5,23.9,-1.11,0.79,25.6,21.1,18.4,14.0,9.8,6.0,-5.5,-7.1,0
197.77,31.5,21.3,24.1,-1.64,-0.86,26.0,21.0,18.2,15.4,9.4,1.4,-5.9,-8.1,1
197.77,31.5,21.3,24.1,-1.64,-0.86,26.0,21.0,18.2,15.4,9.4,1.4,-5.9,-8.1,0
107.61,22.3,18.7,24.7,-1.16,1.38,25.8,21.0,18.6,12.6,11.6,-3.4,-6.1,-7.7,0
107.61,22.3,18.7,24.7,-1.16,1.38,25.8,21.0,18.6,12.6,11.6,-3.4,-6.1,-7.7,0
143.24,31.5,19.3,24.3,-0.7,0.62,26.4,22.2,19.2,14.2,11.0,4.0,-5.1,12.1,0
143.24,31.5,19.3,24.3,-0.7,0.62,26.4,22.2,19.2,14.2,11.0,4.0,-5.1,12.1,1
298.92,35.2,21.5,22.7,-2.01,-0.58,26.0,22.3,17.2,16.0,9.8,6.3,-5.5,-5.7,1
298.92,35.2,21.5,22.7,-2.01,-0.58,26.0,22.3,17.2,16.0,9.8,6.3,-5.5,-5.7,1
291.41,35.7,22.0,23.7,-2.15,-1.27,24.6,21.6,17.6,15.9,9.2,5.3,-6.1,-6.1,1
291.41,35.7,22.0,23.7,-2.15,-1.27,24.6,21.6,17.6,15.9,9.2,5.3,-6.1,-6.1,1
531.63,33.6,19.6,22.7,-1.97,1.2,24.8,23.2,17.4,14.3,9.4,6.0,-5.3,-7.7,1
531.63,33.6,19.6,22.7,-1.97,1.2,24.8,23.2,17.4,14.3,9.4,6.0,-5.3,-7.7,1
169.02,35.1,20.1,26.1,-2.05,-0.1,23.8,21.9,18.8,12.8,9.0,5.2,-7.3,10.2,0
169.02,35.1,20.1,26.1,-2.05,-0.1,23.8,21.9,18.8,12.8,9.0,5.2,-7.3,10.2,0
95.41,25.5,14.7,23.7,0.6,4.9,25.6,21.6,18.8,9.8,11.0,3.0,-4.9,29.9,0
95.41,25.5,14.7,23.7,0.6,4.9,25.6,21.6,18.8,9.8,11.0,3.0,-4.9,29.9,0
44.21,34.9,20.3,23.5,-0.41,0.49,26.0,20.0,17.4,14.2,8.6,5.8,-6.1,29.1,1
44.21,34.9,20.3,23.5,-0.41,0.49,26.0,20.0,17.4,14.2,8.6,5.8,-6.1,29.1,0
105.2,32.8,20.4,23.7,-0.95,0.39,24.8,20.5,17.4,14.1,9.8,4.8,-6.3,16.3,0
105.2,32.8,20.4,23.7,-0.95,0.39,24.8,20.5,17.4,14.1,9.8,4.8,-6.3,16.3,0
42.93,33.2,20.6,23.5,-0.58,0.11,26.2,21.2,17.6,14.7,10.2,5.2,-5.9,-9.4,0
42.93,33.2,20.6,23.5,-0.58,0.11,26.2,21.2,17.6,14.7,10.2,5.2,-5.9,-9.4,0
0.0,29.2,18.0,22.9,0.01,2.77,25.8,21.6,17.2,12.3,9.2,3.2,-5.7,10.7,1
0.0,29.2,18.0,22.9,0.01,2.77,25.8,21.6,17.2,12.3,9.2,3.2,-5.7,10.7,1
241.61,37.3,21.3,22.9,-1.39,-0.47,23.6,22.2,17.4,15.8,8.4,7.0,-5.5,-6.0,1
241.61,37.3,21.3,22.9,-1.39,-0.47,23.6,22.2,17.4,15.8,8.4,7.0,-5.5,-6.0,1
185.45,36.5,20.8,23.1,-0.83,0.11,22.8,22.2,17.2,14.9,7.2,5.7,-5.9,-6.8,1
185.45,36.5,20.8,23.1,-0.83,0.11,22.8,22.2,17.2,14.9,7.2,5.7,-5.9,-6.8,0
0.0,24.3,13.5,25.5,0.57,5.43,25.2,20.7,18.8,6.8,9.2,1.2,-6.7,-9.5,0
0.0,24.3,13.5,25.5,0.57,5.43,25.2,20.7,18.8,6.8,9.2,1.2,-6.7,-9.5,0
95.93,33.9,17.1,26.1,-0.55,2.21,25.6,20.9,19.6,10.6,8.2,5.4,-6.5,-7.9,0
95.93,33.9,17.1,26.1,-0.55,2.21,25.6,20.9,19.6,10.6,8.2,5.4,-6.5,-7.9,0
383.65,33.2,21.6,24.1,-2.3,-0.88,26.2,21.9,17.6,15.1,10.0,4.0,-6.5,-8.9,0
383.65,33.2,21.6,24.1,-2.3,-0.88,26.2,21.9,17.6,15.1,10.0,4.0,-6.5,-8.9,0
300.07,34.6,20.4,22.7,-1.3,0.7,25.2,21.7,16.8,14.5,8.2,5.6,-5.9,10.4,1
300.07,34.6,20.4,22.7,-1.3,0.7,25.2,21.7,16.8,14.5,8.2,5.6,-5.9,10.4,0
30.59,32.3,20.5,24.3,-0.52,0.09,25.2,20.4,17.8,14.0,9.2,3.2,-6.5,11.5,0
30.59,32.3,20.5,24.3,-0.52,0.09,25.2,20.4,17.8,14.0,9.2,3.2,-6.5,11.5,0
11.45,27.7,18.1,23.1,0.56,2.49,24.8,20.2,17.6,12.6,9.8,1.8,-5.5,14.5,0
11.45,27.7,18.1,23.1,0.56,2.49,24.8,20.2,17.6,12.6,9.8,1.8,-5.5,14.5,0
3.43,25.4,10.1,26.1,0.15,7.46,23.6,17.6,19.2,3.2,8.6,4.7,-6.9,10.8,0
3.43,25.4,10.1,26.1,0.15,7.46,23.6,17.6,19.2,3.2,8.6,4.7,-6.9,10.8,0
119.19,35.1,22.1,23.7,-1.43,-1.18,24.0,20.5,17.2,15.6,9.6,5.4,-6.5,-8.8,0
119.19,35.1,22.1,23.7,-1.43,-1.18,24.0,20.5,17.2,15.6,9.6,5.4,-6.5,-8.8,0
202.65,33.9,21.4,23.5,-1.81,-0.48,26.4,21.4,17.2,15.1,10.0,5.3,-6.3,21.3,0
202.65,33.9,21.4,23.5,-1.81,-0.48,26.4,21.4,17.2,15.1,10.0,5.3,-6.3,21.3,0
72.28,31.3,20.3,23.7,-0.67,0.21,25.6,21.4,18.0,14.6,10.0,3.0,-5.7,18.7,1
72.28,31.3,20.3,23.7,-0.67,0.21,25.6,21.4,18.0,14.6,10.0,3.0,-5.7,18.7,0
